id,CCP,y_pred,prob_true,prob_false,difference,lime
23471005,TRUE,0,0.431,0.569,0.138,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含deprecated,不包含sample,不包含demo,不包含personal,不包含dot,不包含Tutorial,不包含mirror,不包含clone,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含inactive,不包含readme_retired,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含library,不包含component）。》"
2512924,FALSE,0,0.431,0.569,0.138,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含deprecated,不包含Tutorial,不包含personal,不包含demo,不包含mirror,不包含collectionof,不包含fork,不包含example,不包含exportedfrom），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含system,不包含readme_install,不包含readme_author）。》"
663769,TRUE,0,0.431,0.569,0.138,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含unmaintained,不包含dot,不包含fork,不包含Tutorial,不包含obsole,不包含collectionof,不包含example,不包含documentation,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含readme_wiki,不包含readme_author,不包含library,不包含system,不包含readme_install）。》"
222373,TRUE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含dot,不包含sample,不包含fork,不包含mirror,不包含collectionof,不包含demo,不包含Tutorial,不包含personal,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含plugin,不包含inactive,不包含server,不包含tool,不包含component,不包含readme_usage,不包含readme_author,不包含library）。》"
184421,FALSE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含mirror,不包含obsole,不包含collectionof,不包含personal,不包含sample,不包含demo,不包含Tutorial,不包含dot,不包含fork），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含readme_usage,不包含app,不包含tool,不包含readme_author,不包含system）。》"
2509579,TRUE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含dot,不包含Tutorial,不包含fork,不包含mirror,不包含sample,不包含collectionof,不包含personal,不包含demo,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含inactive,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含app,不包含readme_author）。》"
34945949,TRUE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含dot,不包含collectionof,不包含Tutorial,不包含personal,不包含deprecated,不包含demo,不包含documentation,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含plugin,不包含server,包含readme_howtouse,不包含tool,不包含readme_usage,不包含app,不包含component,不包含readme_author）。》"
1261176,FALSE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含dot,不包含collectionof,不包含fork,不包含demo,不包含sample,不包含Tutorial,不包含documentation,不包含example,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含server,不包含plugin,不包含component,不包含readme_usage,不包含tool,不包含readme_author,不包含system,不包含app）。》"
517955,FALSE,0,0.43,0.57,0.14,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含fork,不包含personal,不包含demo,不包含mirror,不包含Tutorial,不包含deprecated,不包含unmaintained,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,包含blog,不包含component,不包含tool,不包含server,不包含readme_usage,不包含readme_author,不包含app,不包含library）。》"
2230015,FALSE,1,0.571,0.429,0.142,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含fork,不包含dot,不包含sample,不包含mirror,不包含collectionof,不包含demo,不包含personal,不包含Tutorial,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含component,包含intro,不包含server,不包含readme_usage,不包含tool,不包含readme_contact,不包含app,不包含library）。》"
2226636,TRUE,0,0.429,0.571,0.142,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含deprecated,不包含mirror,不包含dot,不包含unmaintained,不包含Tutorial,不包含personal,不包含fork,不包含sample,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含inactive,不包含system,不包含app,不包含readme_author）。》"
973865,FALSE,0,0.429,0.571,0.142,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含deprecated,不包含dot,不包含collectionof,不包含obsole,不包含personal,不包含demo,不包含cookbook,不包含Tutorial），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含blog,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含readme_author,不包含app,不包含component,不包含helper）。》"
6930023,FALSE,1,0.571,0.429,0.142,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含sample,不包含collectionof,不包含fork,不包含obsole,不包含demo,不包含Tutorial,不包含dot,不包含mirror,不包含personal），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含readme_author,不包含readme_wiki,不包含library,不包含system,不包含readme_install）。》"
51138,FALSE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含fork,不包含sample,不包含dot,不包含personal,不包含collectionof,不包含obsole,不包含mirror,不包含Tutorial,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含server,不包含tool,包含theme,不包含readme_author,不包含app,不包含library,不包含readme_install）。》"
2509979,FALSE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含personal,不包含obsole,不包含fork,不包含Tutorial,不包含sample,不包含dot,不包含collectionof,不包含mirror,不包含deprecated,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含library,不包含readme_author,不包含readme_install,不包含readme_wiki,不包含component）。》"
2515334,TRUE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含mirror,不包含sample,不包含obsole,不包含deprecated,不包含collectionof,不包含personal,不包含fork,不包含Tutorial,不包含demo,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含inactive,不包含plugin,不包含server,不包含readme_usage,不包含component,不包含tool,不包含app,不包含readme_author）。》"
2523463,FALSE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含fork,不包含Tutorial,不包含sample,不包含deprecated,不包含personal,不包含obsole,不包含demo,不包含cookbook,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_wiki,不包含system,不包含readme_author,不包含readme_install）。》"
873782,FALSE,0,0.428,0.572,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含dot,不包含fork,不包含Tutorial,不包含obsole,不包含collectionof,不包含sample,不包含unmaintained,不包含mirror,不包含personal,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含library,不包含app,不包含readme_author）。》"
2516056,FALSE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含dot,不包含deprecated,不包含Tutorial,不包含documentation,不包含collectionof,不包含mirror,不包含personal,不包含example,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含server,不包含plugin,不包含tool,不包含readme_usage,不包含inactive,不包含readme_author,不包含library,不包含readme_wiki）。》"
8212812,FALSE,1,0.572,0.428,0.144,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含unmaintained,不包含personal,不包含sample,不包含demo,不包含collectionof,不包含Tutorial,不包含obsole,不包含mirror,不包含documentation），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含tool,不包含server,不包含plugin,不包含readme_usage,不包含component,不包含readme_author,不包含module,不包含readme_wiki,不包含readme_install）。》"
261484,TRUE,1,0.573,0.427,0.146,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含fork,不包含sample,不包含dot,不包含obsole,不包含mirror,不包含personal,不包含Tutorial,不包含collectionof,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含library,不包含inactive）。》"
2197141,TRUE,1,0.573,0.427,0.146,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含obsole,不包含Tutorial,不包含personal,不包含collectionof,不包含fork,不包含sample,不包含dot,不包含deprecated,不包含demo,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含component,不包含system,不包含readme_author,不包含module,不包含readme_contact）。》"
2511017,TRUE,1,0.574,0.426,0.148,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含deprecated,不包含fork,不包含dot,不包含sample,不包含collectionof,不包含Tutorial,不包含personal,不包含mirror,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含moved,不包含plugin,包含course,不包含readme_usage,不包含server,不包含app,不包含system,不包含library,不包含readme_author）。》"
2519459,TRUE,0,0.426,0.574,0.148,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含deprecated,不包含demo,不包含personal,不包含mirror,不包含obsole,不包含fork,不包含Tutorial,不包含dot,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,包含readme_howtouse,不包含server,不包含tool,不包含readme_usage,不包含readme_wiki,不包含readme_author,不包含app）。》"
35038998,TRUE,1,0.574,0.426,0.148,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含obsole,不包含fork,不包含sample,不包含abondoned,不包含Tutorial,不包含dot,不包含collectionof,不包含personal,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含0.00 < is_null,不包含plugin,不包含server,不包含component,不包含tool,不包含app,不包含module,不包含library）。》"
63969,TRUE,0,0.425,0.575,0.15,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含collectionof,不包含deprecated,不包含obsole,不包含personal,不包含Tutorial,不包含dot,不包含demo,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含inactive,不包含server,不包含plugin,不包含tool,不包含component,不包含readme_usage,不包含app,不包含library）。》"
2517410,TRUE,1,0.575,0.425,0.15,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含personal,不包含dot,不包含sample,不包含Tutorial,不包含fork,不包含mirror,不包含demo,不包含cookbook），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含library,不包含app,不包含readme_wiki,不包含readme_author）。》"
2511052,TRUE,0,0.424,0.576,0.152,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含personal,不包含sample,不包含obsole,不包含fork,不包含Tutorial,不包含demo,不包含mirror,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含component,不包含readme_usage,不包含app,不包含system,不包含readme_author）。》"
525595,FALSE,0,0.424,0.576,0.152,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含personal,不包含sample,不包含dot,不包含collectionof,不包含Tutorial,不包含fork,不包含demo,不包含obsole,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含blog,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含library,不包含app,不包含component,不包含readme_author）。》"
150376,TRUE,0,0.423,0.577,0.154,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含Tutorial,不包含sample,不包含dot,不包含fork,不包含demo,不包含collectionof,不包含deprecated,不包含personal,不包含abondoned,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含inactive,不包含tool,不包含server,包含readme_howtouse,不包含component,不包含readme_usage,不包含app）。》"
1115437,TRUE,1,0.577,0.423,0.154,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含demo,不包含collectionof,不包含personal,不包含Tutorial,不包含dot,不包含deprecated,不包含mirror,不包含example），其负面解释(也就是预测为非CCP)为（该项目包含clone,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含component,不包含readme_wiki）。》"
985223,TRUE,1,0.577,0.423,0.154,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含dot,不包含fork,不包含mirror,不包含deprecated,不包含sample,不包含demo,不包含personal,不包含documentation,不包含Tutorial,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目包含backup,不包含readme_reportbug,不包含plugin,不包含server,不包含app,不包含component,不包含tool,不包含readme_contact,不包含system,不包含readme_install）。》"
2226209,TRUE,0,0.423,0.577,0.154,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含collectionof,不包含Tutorial,不包含deprecated,不包含sample,不包含unmaintained,不包含mirror,不包含dot,不包含example,不包含personal），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含library,不包含readme_author）。》"
2712120,TRUE,1,0.577,0.423,0.154,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含mirror,不包含collectionof,不包含sample,不包含deprecated,不包含personal,不包含demo,不包含Tutorial,不包含dot,不包含fork,不包含my），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含app,不包含readme_author,不包含library,不包含readme_install）。》"
2510619,TRUE,1,0.579,0.421,0.158,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含personal,不包含collectionof,不包含obsole,不包含dot,不包含fork,不包含deprecated,不包含sample,不包含demo,不包含mirror,不包含Tutorial），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_wiki,不包含readme_author,不包含app）。》"
2509342,TRUE,1,0.579,0.421,0.158,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含fork,不包含demo,不包含Tutorial,不包含dot,不包含personal,不包含sample,不包含mirror,不包含documentation），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含readme_author,不包含readme_wiki,不包含library）。》"
15992574,FALSE,0,0.421,0.579,0.158,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含personal,不包含sample,不包含mirror,不包含Tutorial,不包含dot,不包含collectionof,不包含demo,不包含deprecated,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含component,不包含library,不包含readme_author,不包含module）。》"
2513434,FALSE,1,0.579,0.421,0.158,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含collectionof,不包含personal,不包含dot,不包含documentation,不包含mirror,不包含Tutorial,不包含demo,不包含fork,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_author,不包含library,不包含readme_wiki,不包含readme_install）。》"
73033,FALSE,0,0.419,0.581,0.162,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含sample,不包含unmaintained,不包含fork,不包含personal,不包含collectionof,不包含Tutorial,不包含dot,不包含demo,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含blog,不包含plugin,不包含tool,不包含server,不包含readme_usage,不包含app,不包含component,不包含readme_author,不包含library）。》"
2513827,FALSE,0,0.418,0.582,0.164,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含fork,不包含sample,不包含obsole,不包含dot,不包含Tutorial,不包含demo,不包含unmaintained,不包含personal,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目包含test,不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含component,不包含app,不包含inactive,不包含readme_author）。》"
2516554,TRUE,1,0.582,0.418,0.164,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含deprecated,不包含sample,不包含fork,不包含mirror,不包含personal,不包含dot,不包含Tutorial,不包含demo,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含plugin,不包含tool,不包含server,不包含readme_usage,不包含inactive,不包含app,不包含readme_wiki,不包含readme_install）。》"
49927,FALSE,1,0.583,0.417,0.166,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含sample,不包含Tutorial,不包含deprecated,不包含demo,不包含mirror,不包含personal,不包含fork,不包含clone），其负面解释(也就是预测为非CCP)为（该项目包含my,不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含component,不包含readme_author,不包含library,不包含readme_wiki）。》"
2519076,FALSE,0,0.417,0.583,0.166,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含mirror,不包含personal,不包含obsole,不包含Tutorial,不包含fork,不包含deprecated,不包含dot,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含school,不包含component,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含inactive,不包含readme_wiki,不包含readme_author）。》"
2509085,FALSE,0,0.417,0.583,0.166,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含fork,不包含obsole,不包含sample,不包含mirror,不包含dot,不包含Tutorial,不包含unmaintained,不包含personal），其负面解释(也就是预测为非CCP)为（该项目包含example,不包含readme_reportbug,不包含plugin,不包含server,不包含inactive,不包含tool,不包含readme_usage,不包含library,不包含readme_author,不包含system）。》"
316923,FALSE,1,0.585,0.415,0.17,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含obsole,不包含unmaintained,不包含collectionof,不包含personal,不包含deprecated,不包含sample,不包含Tutorial,不包含fork,不包含mirror,不包含dot），其负面解释(也就是预测为非CCP)为（该项目包含documentation,不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_unmaintained,不包含app,不包含readme_wiki,不包含readme_author）。》"
2517690,FALSE,0,0.415,0.585,0.17,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含obsole,不包含personal,不包含unmaintained,不包含mirror,不包含deprecated,不包含Tutorial,不包含abondoned,不包含fork），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含blog,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含app,不包含readme_author,不包含readme_wiki）。》"
297613,FALSE,0,0.415,0.585,0.17,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含personal,不包含collectionof,不包含obsole,不包含mirror,不包含Tutorial,不包含sample,不包含deprecated,不包含dot,不包含cookbook），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,包含blog,不包含server,不包含tool,不包含component,不包含readme_usage,不包含library,不包含readme_author）。》"
2672190,FALSE,0,0.414,0.586,0.172,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含obsole,不包含mirror,不包含collectionof,不包含dot,不包含personal,不包含fork,不包含Tutorial,不包含demo,不包含cookbook），其负面解释(也就是预测为非CCP)为（该项目包含setof,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含app,不包含library,不包含readme_author）。》"
2511888,FALSE,1,0.586,0.414,0.172,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含sample,不包含fork,不包含unmaintained,不包含personal,不包含abondoned,不包含deprecated,不包含Tutorial,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,包含test,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含library,不包含app,不包含component）。》"
2515175,FALSE,0,0.413,0.587,0.174,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含fork,不包含personal,不包含sample,不包含Tutorial,不包含deprecated,不包含unmaintained,不包含obsole,不包含demo,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含library,不包含readme_usage,不包含module,不包含readme_author,不包含system）。》"
17578622,TRUE,1,0.587,0.413,0.174,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含mirror,不包含deprecated,不包含personal,不包含dot,不包含demo,不包含Tutorial,不包含example,不包含fork），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含server,不包含plugin,不包含tool,不包含readme_usage,不包含app,不包含component,不包含readme_cookbook,不包含readme_author）。》"
12829,TRUE,1,0.588,0.412,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含unmaintained,不包含personal,不包含dot,不包含obsole,不包含deprecated,不包含Tutorial,不包含fork,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含readme_author,不包含app,不包含system,不包含library）。》"
2514159,TRUE,1,0.588,0.412,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含fork,不包含sample,不包含personal,不包含unmaintained,不包含dot,不包含collectionof,不包含mirror,不包含demo,不包含Tutorial），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含readme_author,不包含app,不包含system,不包含readme_contact）。》"
2513532,FALSE,0,0.412,0.588,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含unmaintained,不包含deprecated,不包含collectionof,不包含obsole,不包含sample,不包含demo,不包含dot,不包含personal,不包含example），其负面解释(也就是预测为非CCP)为（该项目包含mirror,不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含library,不包含helper）。》"
38909,TRUE,1,0.588,0.412,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含dot,不包含Tutorial,不包含personal,不包含deprecated,不包含obsole,不包含demo,不包含collectionof,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含component,不包含server,不包含readme_usage,不包含library,不包含tool,不包含readme_author,不包含app,不包含readme_wiki）。》"
114572,TRUE,1,0.588,0.412,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含deprecated,不包含collectionof,不包含fork,不包含mirror,不包含dot,不包含personal,不包含demo,不包含Tutorial,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含inactive,不包含server,不包含tool,不包含library,不包含readme_usage,不包含readme_author,不包含system,不包含readme_wiki）。》"
4788168,FALSE,0,0.412,0.588,0.176,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含deprecated,不包含collectionof,不包含personal,不包含sample,不包含dot,不包含demo,不包含example,不包含Tutorial,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含inactive,不包含component,不包含readme_usage,不包含app,不包含readme_author,不包含library）。》"
2513712,TRUE,0,0.411,0.589,0.178,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含collectionof,不包含Tutorial,不包含sample,不包含mirror,不包含deprecated,不包含obsole,不包含dot,不包含clone,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,包含readme_howtouse,不包含server,不包含tool,不包含readme_usage,包含school,不包含readme_author,不包含component,不包含library）。》"
6757872,TRUE,0,0.411,0.589,0.178,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含sample,不包含dot,不包含mirror,不包含Tutorial,不包含fork,不包含example,不包含unmaintained,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,包含blog,不包含tool,不包含server,不包含readme_usage,不包含component,不包含readme_author,不包含app,不包含readme_wiki）。》"
2506920,TRUE,1,0.59,0.41,0.18,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含Tutorial,不包含collectionof,不包含mirror,不包含deprecated,不包含dot,不包含personal,不包含fork,不包含obsole,不包含my），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含library,不包含system,不包含readme_author,不包含readme_wiki,不包含app）。》"
2526058,TRUE,1,0.59,0.41,0.18,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含personal,不包含sample,不包含mirror,不包含dot,不包含Tutorial,不包含demo,不包含clone,不包含unmaintained,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含readme_author,不包含app,不包含library,不包含readme_wiki）。》"
2507227,FALSE,1,0.59,0.41,0.18,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含mirror,不包含personal,不包含fork,不包含Tutorial,不包含demo,不包含clone,不包含dot,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,包含theme,不包含tool,不包含readme_usage,不包含component,不包含app,不包含library,不包含readme_author）。》"
